id,type,level,question_type,text,question,option_1,option_2,option_3,option_4,correct_answer,explanation
108,reading,topik_1,sentence_order (57-58),(가) 그것을 확인하는 방법은 아주 간단합니다. (나) 그럴 때는 정말 배가 고파서 그런 것인지 확인하는 게 좋습니다. (다) 싫어하는 음식을 생각하고 먹고 싶다면 정말 배가 고픈 것입니다. (라) 식사를 했는데도 금방 음식을 먹고 싶은 생각이 들 때가 있습니다.,다음을 순서에 맞게 배열한 것을 고르십시오.,(다)-(가)-(나)-(라),(다)-(나)-(가)-(라),(라)-(나)-(가)-(다),(라)-(다)-(가)-(나),(라)-(나)-(가)-(다),The order is situation → advice → method → conclusion.
109,reading,topik_1,connector_logic (59-62),얼마 전에 제가 초등학교 때 쓴 일기장을 보았습니다. (㉠) 거기에는 제가 선생님께 칭찬을 듣고 기뻐하는 이야기가 있었습니다. (㉡) 그 일기를 보고 갑자기 선생님이 생각나서 학교로 전화를 해 봤습니다. 선생님은 아직 그 초등학교에 계셨습니다. (㉢) 선생님을 만나서 초등학교 때의 이야기를 나누었습니다. (㉣),다음 문장이 들어갈 곳으로 가장 알맞은 것을 고르십시오. 반가운 마음에 저는 초등학교로 찾아갔습니다.,㉠,㉡,㉢,㉣,㉢,The sentence fits after calling and before meeting the teacher.
110,reading,topik_1,connector_logic (59-62),얼마 전에 제가 초등학교 때 쓴 일기장을 보았습니다. (㉠) 거기에는 제가 선생님께 칭찬을 듣고 기뻐하는 이야기가 있었습니다. (㉡) 그 일기를 보고 갑자기 선생님이 생각나서 학교로 전화를 해 봤습니다. 선생님은 아직 그 초등학교에 계셨습니다. (㉢) 선생님을 만나서 초등학교 때의 이야기를 나누었습니다. (㉣),윗글의 내용과 같은 것을 고르십시오.,저는 선생님을 만나러 갔습니다.,선생님이 저에게 전화를 하셨습니다.,선생님은 지금 다른 학교에 계십니다.,저는 초등학교 때의 일기장을 잃어버렸습니다.,저는 선생님을 만나러 갔습니다.,The speaker contacted and visited the teacher.
111,reading,topik_1,connector_logic (59-62),저는 드라마를 만드는 사람과 함께 일을 합니다. 드라마에 잘 맞는 ( )을/를 찾는 일입니다. 어떤 시골이나 바닷가 시골 마을 사람들의 이야기입니다. 그래서 부산과 제주도의 작은 바닷가 마을을 여러 곳 다녔습니다. 한 달의 시간 동안 드라마에 맞는 곳을 찾을 수 있었습니다. 이번 주말에 드라마 촬영이 시작됩니다. 이 드라마가 인기가 있었으면 좋겠습니다.,㉠에 들어갈 말로 가장 알맞은 것을 고르십시오.,장소를 찾는,배우를 찾는,옷을 만드는,음악을 만드는,장소를 찾는,The job described is finding suitable locations.
112,reading,topik_1,connector_logic (59-62),저는 드라마를 만드는 사람과 함께 일을 합니다. 드라마에 잘 맞는 ( )을/를 찾는 일입니다. 어떤 시골이나 바닷가 시골 마을 사람들의 이야기입니다. 그래서 부산과 제주도의 작은 바닷가 마을을 여러 곳 다녔습니다. 한 달의 시간 동안 드라마에 맞는 곳을 찾을 수 있었습니다. 이번 주말에 드라마 촬영이 시작됩니다. 이 드라마가 인기가 있었으면 좋겠습니다.,윗글의 내용과 같은 것을 고르십시오.,이 드라마는 이번 주말에 끝납니다.,이번 일을 위해 부산과 제주도에 갔습니다.,이번에도 도시 사람들의 이야기로 드라마를 찍습니다.,이번 일 때문에 일주일 동안 여기저기를 다녔습니다.,이번 일을 위해 부산과 제주도에 갔습니다.,The speaker traveled to Busan and Jeju for this work.
113,reading,topik_1,announcement_board (63-64),"한국아파트 게시판: 관리실에서 자전거 주차장을 하나 더 만들었으며, 아파트 입구와 계단 등에 있는 자전거는 주차장으로 옮기고, 11월 10일부터 이용 가능함을 안내함.",왜 윗글을 썼는지 맞는 것을 고르십시오.,자전거 주차장의 요금을 바꾸려고,자전거 주차장의 위치를 확인하려고,자전거 주차장에서 일할 직원을 찾으려고,자전거 주차장이 생기는 것을 안내하려고,자전거 주차장이 생기는 것을 안내하려고,The notice informs residents about the new bicycle parking area.
114,reading,topik_1,announcement_board (63-64),"한국아파트 게시판: 관리실에서 자전거 주차장을 하나 더 만들었으며, 아파트 입구와 계단 등에 있는 자전거는 주차장으로 옮기고, 11월 10일부터 이용 가능함을 안내함.",윗글의 내용과 같은 것을 고르십시오.,새 주차장은 관리실 근처에 있습니다.,이 아파트에는 자전거 주차장이 없었습니다.,새 주차장은 십일월부터 이용할 수 있습니다.,아파트 입구에 있는 자전거는 옮기지 않아도 됩니다.,새 주차장은 관리실 근처에 있습니다.,The passage says the new parking area is next to the management office.
115,reading,topik_1,long_reading_comprehension (65-68),토끼는 혼자서 생활하는 동물입니다. 보통 산에 사는데 무서운 동물을 만날 때가 많습니다. 그럴 때 토끼가 ( ) 방법에는 여러 가지가 있습니다. 토끼는 튼튼한 다리로 빠르고 멀리 뛸 수 있습니다. 또 먼 곳에 있는 동물도 냄새로 알 수 있습니다. 귀를 움직여서 소리가 나는 위치도 정확하게 찾습니다. 그래서 무서운 동물이 오는 것을 미리 알 수 있습니다.,㉠에 들어갈 말로 가장 알맞은 것을 고르십시오.,잠을 자는,자기를 지키는,음식을 구하는,상처를 치료하는,자기를 지키는,The passage explains how rabbits protect themselves from danger.
116,reading,topik_1,long_reading_comprehension (65-68),토끼는 혼자서 생활하는 동물입니다. 보통 산에 사는데 무서운 동물을 만날 때가 많습니다. 그럴 때 토끼가 ( ) 방법에는 여러 가지가 있습니다. 토끼는 튼튼한 다리로 빠르고 멀리 뛸 수 있습니다. 또 먼 곳에 있는 동물도 냄새로 알 수 있습니다. 귀를 움직여서 소리가 나는 위치도 정확하게 찾습니다. 그래서 무서운 동물이 오는 것을 미리 알 수 있습니다.,윗글의 내용과 같은 것을 고르십시오.,산에 사는 토끼는 모여서 생활합니다.,토끼는 냄새가 나는 것을 잘 못 느낍니다.,토끼는 소리가 나는 위치를 정확하게 압니다.,산에 사는 토끼는 빠른 속도로 뛸 수 없습니다.,토끼는 소리가 나는 위치를 정확하게 압니다.,The passage says rabbits can accurately detect the direction of sounds.
117,reading,topik_1,long_reading_comprehension (65-68),"인주도서관에는 '독서 로봇'이 있습니다. 아이들에게 책을 읽어 주는 로봇입니다. 아이들이 책을 펴서 한 장씩 보여 주면 로봇이 읽어 줍니다. 모양도 귀엽고 재미있는 목소리로 책을 읽어 줘서 한글을 모르는 아이들이 좋아합니다. 도서관을 방문한 아이는 누구나 이용할 수 있고, 인터넷으로 미리 신청하면 집에 빌려 갈 수도 있습니다. 이 로봇 덕분에 인주도서관에 ( ) 있습니다.",㉠에 들어갈 말로 가장 알맞은 것을 고르십시오.,한글 책이 줄고,새 직원이 들어오고,아이들 손님이 늘고,높은 책장이 없어지고,아이들 손님이 늘고,"The robot attracts children, so the number of child visitors increases."
118,reading,topik_1,long_reading_comprehension (65-68),"인주도서관에는 '독서 로봇'이 있습니다. 아이들에게 책을 읽어 주는 로봇입니다. 아이들이 책을 펴서 한 장씩 보여 주면 로봇이 읽어 줍니다. 모양도 귀엽고 재미있는 목소리로 책을 읽어 줘서 한글을 모르는 아이들이 좋아합니다. 도서관을 방문한 아이는 누구나 이용할 수 있고, 인터넷으로 미리 신청하면 집에 빌려 갈 수도 있습니다. 이 로봇 덕분에 인주도서관에 ( ) 있습니다.",윗글의 내용과 같은 것을 고르십시오.,이 로봇은 아이들에게 책을 골라 줍니다.,이 로봇은 한글을 몰라도 이용할 수 있습니다.,이 로봇은 모양 때문에 아이들에게 인기가 없습니다.,이 로봇을 빌리려면 도서관에 가서 신청해야 합니다.,이 로봇은 한글을 몰라도 이용할 수 있습니다.,The passage says even children who cannot read Korean can use it.
119,reading,topik_1,opinion_inference (69-70),10년 넘게 키운 강아지가 하늘나라로 떠나서 이제 만날 수 없습니다. 저는 강아지와 함께한 시간을 기억하고 싶어서 휴대폰 게임을 만들었습니다. 주인공과 강아지가 함께 ( ) 게임입니다. 저는 주인공이 되어 강아지와 높은 산도 오르고 파도가 심한 바다도 건넙니다. 나쁜 사람을 만나면 함께 싸우기도 합니다. 여행을 마치고 집으로 돌아오면 게임이 끝납니다. 저는 강아지가 보고 싶을 때마다 이 게임을 합니다.,㉠에 들어갈 말로 가장 알맞은 것을 고르십시오.,집을 짓는,여행을 떠나는,가족을 만나는,사람들을 돕는,여행을 떠나는,"The game content describes traveling together, so ""going on a trip"" fits best."
120,reading,topik_1,opinion_inference (69-70),10년 넘게 키운 강아지가 하늘나라로 떠나서 이제 만날 수 없습니다. 저는 강아지와 함께한 시간을 기억하고 싶어서 휴대폰 게임을 만들었습니다. 주인공과 강아지가 함께 ( ) 게임입니다. 저는 주인공이 되어 강아지와 높은 산도 오르고 파도가 심한 바다도 건넙니다. 나쁜 사람을 만나면 함께 싸우기도 합니다. 여행을 마치고 집으로 돌아오면 게임이 끝납니다. 저는 강아지가 보고 싶을 때마다 이 게임을 합니다.,윗글의 내용으로 알 수 있는 것을 고르십시오.,저는 강아지를 그리워하고 있습니다.,저는 강아지를 키우는 게임을 샀습니다.,저는 오랫동안 이 게임을 하지 못했습니다.,저는 강아지와 매일 놀아 주는 것이 힘들었습니다.,저는 강아지를 그리워하고 있습니다.,The speaker made the game because they miss their dog.
121,reading,topik_1,vocabulary_match (31-33),사과가 있습니다. 수박은 없습니다.,무엇에 대한 이야기입니까?,시간,과일,운동,가족,과일,"The sentences mention fruits (apple and watermelon), so the topic is fruit."
122,reading,topik_1,vocabulary_match (31-33),저는 열다섯 살입니다. 언니는 열일곱 살입니다.,무엇에 대한 이야기입니까?,나이,날짜,이름,나라,나이,"The sentences talk about ages (15 and 17), so the topic is age."
123,reading,topik_1,vocabulary_match (31-33),수미 씨는 회사원입니다. 컴퓨터 회사에 다닙니다.,무엇에 대한 이야기입니까?,취미,직업,약속,쇼핑,직업,"The sentences describe a job, so the topic is occupation."
124,reading,topik_1,grammar_fill_blank (34-39),친구를 만납니다. ( )에서 야구를 합니다.,㉠에 들어갈 말로 가장 알맞은 것을 고르십시오.,약국,공항,도서관,운동장,운동장,"Baseball is played at a field, so ""운동장"" is correct."
125,reading,topik_1,grammar_fill_blank (34-39),백화점에 갑니다. 바지( ) 치마를 삽니다.,㉠에 들어갈 말로 가장 알맞은 것을 고르십시오.,도,는,하고,에게,하고,"하고 connects nouns meaning ""and"", so it fits here."
126,reading,topik_1,grammar_fill_blank (34-39),병원이 집에서 ( ). 걸어서 갑니다.,㉠에 들어갈 말로 가장 알맞은 것을 고르십시오.,큽니다,삽니다,가깝습니다,조용합니다,가깝습니다,"If you walk there, it must be close, so ""가깝습니다"" is correct."
127,reading,topik_1,grammar_fill_blank (34-39),저는 케이크를 ( ) 좋아합니다. 매일 먹습니다.,㉠에 들어갈 말로 가장 알맞은 것을 고르십시오.,아주,아까,먼저,어서,아주,"아주 (very) naturally modifies ""좋아합니다""."
128,reading,topik_1,grammar_fill_blank (34-39),비가 옵니다. 그래서 창문을 ( ).,㉠에 들어갈 말로 가장 알맞은 것을 고르십시오.,삽니다,줍니다,닫습니다,읽습니다,닫습니다,"If it rains, you close the window, so ""닫습니다"" is correct."
129,reading,topik_1,grammar_fill_blank (34-39),오늘 많이 피곤합니다. 집에서 ( ).,㉠에 들어갈 말로 가장 알맞은 것을 고르십시오.,쉽니다,됩니다,자릅니다,찾습니다,쉽니다,"If you are tired, you rest at home, so ""쉽니다"" is correct."
130,reading,topik_1,notice_ad_understanding (40-42),"불고기 김밥, 2023년 11월 30일까지, 1,500원",맞지 않는 것을 고르십시오.,김밥입니다.,천오백 원입니다.,불고기 맛입니다.,십이월까지 팝니다.,십이월까지 팝니다.,"The ad says it is sold until November 30, not December, so this is incorrect."
131,reading,topik_1,notice_ad_understanding (40-42),"인주공원 지도: 주차장은 공원 밖에 있고, 카페 옆에 화장실이 있으며, 입구는 하나이고, 농구장이 있음.",맞지 않는 것을 고르십시오.,주차장은 공원 안에 있습니다.,카페 옆에 화장실이 있습니다.,공원에 입구가 한 개 있습니다.,이곳에서 농구를 할 수 있습니다.,주차장은 공원 안에 있습니다.,"The parking lot is outside the park, so this statement is incorrect."
132,reading,topik_1,notice_ad_understanding (40-42),"메시지: 수미는 일이 많아서 아직 회사에 있고, 5분 후 출발하며 조금 늦을 것 같다고 함.",맞지 않는 것을 고르십시오.,수미 씨는 오늘 바빴습니다.,수미 씨는 메시지를 보냈습니다.,수미 씨는 지금 회사에 있습니다.,수미 씨는 십 분 후에 출발할 겁니다.,수미 씨는 십 분 후에 출발할 겁니다.,"The message says she will leave in 5 minutes, not 10, so this is incorrect."
133,reading,topik_1,short_reading_comprehension (43-48),저는 친구와 함께 삽니다. 우리는 집에서 한국 가수의 노래를 매일 듣습니다. 금요일에는 수업이 끝나고 같이 노래방에 갑니다.,윗글의 내용이 같은 것을 고르십시오.,친구는 저와 같이 삽니다.,저는 금요일에 수업이 없습니다.,우리는 한국 노래를 가끔 듣습니다.,친구는 금요일에 혼자 노래방에 갑니다.,친구는 저와 같이 삽니다.,"The passage says they live together, so this matches."
134,reading,topik_1,short_reading_comprehension (43-48),매년 여름에 한강에서 축제를 합니다. 저는 올해 한강 축제에 처음 갔습니다. 축제에서 춤 공연도 구경하고 맛있는 치킨도 먹었습니다.,윗글의 내용이 같은 것을 고르십시오.,이 축제는 가을에 합니다.,이 축제에서 춤 공연을 봤습니다.,저는 작년에 이 축제에 갔습니다.,저는 이 축제에서 치킨을 못 먹었습니다.,이 축제에서 춤 공연을 봤습니다.,The passage says the speaker watched a dance performance.
135,reading,topik_1,short_reading_comprehension (43-48),저는 자전거가 있지만 잘 못 탑니다. 그래서 저는 주말마다 민수 씨를 만나서 자전거를 배웁니다. 나중에 민수 씨와 자전거 여행을 하고 싶습니다.,윗글의 내용이 같은 것을 고르십시오.,저는 자전거가 없습니다.,저는 지금 자전거를 잘 탑니다.,저는 주말에 민수 씨를 만납니다.,저는 요즘 민수 씨와 자전거 여행을 합니다.,저는 주말에 민수 씨를 만납니다.,The passage says the speaker meets Minsu on weekends.
136,reading,topik_1,short_reading_comprehension (43-48),저는 등산을 하러 제주도에 왔습니다. 그런데 오늘 비가 와서 등산을 못 했습니다. 내일은 꼭 산에 가고 싶습니다.,윗글의 중심 내용을 고르십시오.,저는 제주도에서 등산할 겁니다.,저는 등산을 하는 것이 힘듭니다.,저는 비가 오는 날을 좋아합니다.,저는 제주도에 가서 살려고 합니다.,저는 제주도에서 등산할 겁니다.,The main idea is that the speaker came to hike and plans to go hiking.
137,reading,topik_1,short_reading_comprehension (43-48),저는 백화점에서 모자를 하나 샀습니다. 그 모자는 가볍고 예쁩니다. 저는 요즘 밖에 나갈 때 그 모자를 자주 씁니다.,윗글의 중심 내용을 고르십시오.,저는 모자가 마음에 듭니다.,저는 예쁜 모자가 필요합니다.,저는 친구에게 모자를 줄 겁니다.,저는 백화점에서 일하면 좋겠습니다.,저는 모자가 마음에 듭니다.,The main idea is that the speaker likes the hat.
138,reading,topik_1,short_reading_comprehension (43-48),저는 고등학교 졸업 후에 김 선생님을 못 만났습니다. 저는 이번 주말에 김 선생님을 만나러 갈 겁니다. 빨리 주말이 오면 좋겠습니다.,윗글의 중심 내용을 고르십시오.,저는 선생님이 될 겁니다.,저는 김 선생님이 보고 싶습니다.,저는 고등학교를 졸업해야 합니다.,저는 학교에 다니는 것이 즐겁습니다.,저는 김 선생님이 보고 싶습니다.,The main idea is that the speaker misses the teacher and wants to meet them.
139,reading,topik_1,paragraph_fill_blank (49-56),지영 씨는 제 친한 친구인데 지난달에 결혼했습니다. 저와 제 남편은 지영 씨의 결혼식에 갔습니다. 그래서 오늘 지영 씨 부부가 저와 남편을 집으로 초대했습니다. 우리는 지영 씨의 집을 ( ) 지영 씨 부부가 만든 음식을 맛있게 먹었습니다. 그리고 결혼식 사진도 함께 봤습니다.,㉠에 들어갈 말로 가장 알맞은 것을 고르십시오.,구경하고,구경하러,구경하는,구경해도,구경하고,"The sentence connects two actions (""look around"" and ""eat""), so ""구경하고"" is correct."
140,reading,topik_1,paragraph_fill_blank (49-56),지영 씨는 제 친한 친구인데 지난달에 결혼했습니다. 저와 제 남편은 지영 씨의 결혼식에 갔습니다. 그래서 오늘 지영 씨 부부가 저와 남편을 집으로 초대했습니다. 우리는 지영 씨의 집을 ( ) 지영 씨 부부가 만든 음식을 맛있게 먹었습니다. 그리고 결혼식 사진도 함께 봤습니다.,윗글의 내용과 같은 것을 고르십시오.,저는 오늘 지영 씨를 집에 초대했습니다.,지영 씨는 오늘 제 남편을 못 만났습니다.,저는 오늘 지영 씨의 결혼식 사진을 봤습니다.,지영 씨는 오늘 저와 식당에서 밥을 먹었습니다.,저는 오늘 지영 씨의 결혼식 사진을 봤습니다.,The passage says they looked at wedding photos together.
141,reading,topik_1,paragraph_fill_blank (49-56),한국대학교에서는 외국인 학생들에게 한복을 빌려주는 서비스를 시작했습니다. 요즘 외국인 학생들은 명절이나 학교에서 행사가 있을 때 한복을 자주 입기 때문입니다. 한복은 1층에 있는 사무실에서 빌릴 수 있습니다. 마음에 드는 한복을 고르고 이름과 전화번호를 써서 빕니다. ( ) 3일 동안 무료로 한복을 빌릴 수 있습니다.,㉠에 들어갈 말로 가장 알맞은 것을 고르십시오.,그러면,그래도,그러나,그렇지만,그러면,"The sentence shows a result (""then you can borrow it for 3 days""), so ""그러면"" fits."
142,reading,topik_1,paragraph_fill_blank (49-56),한국대학교에서는 외국인 학생들에게 한복을 빌려주는 서비스를 시작했습니다. 요즘 외국인 학생들은 명절이나 학교에서 행사가 있을 때 한복을 자주 입기 때문입니다. 한복은 1층에 있는 사무실에서 빌릴 수 있습니다. 마음에 드는 한복을 고르고 이름과 전화번호를 써서 빕니다. ( ) 3일 동안 무료로 한복을 빌릴 수 있습니다.,무엇에 대한 내용인지 맞는 것을 고르십시오.,한복을 사는 이유,한복을 빌리는 방법,한복을 입으면 좋은 점,한복을 싸게 살 수 있는 장소,한복을 빌리는 방법,The passage explains how to borrow a hanbok.
143,reading,topik_1,paragraph_fill_blank (49-56),저는 퇴근 후에 친구들과 매일 배드민턴 모임을 합니다. 우리는 오후 8시에 모여서 배드민턴을 칩니다. 일 끝나고 매일 모이는 것이 ( ) 친구들과 같이 하니까 재미있습니다. 처음에는 다음 날 아침에 너무 피곤했는데 지금은 괜찮습니다. 몸도 더 건강해지는 것 같습니다.,㉠에 들어갈 말로 가장 알맞은 것을 고르십시오.,힘들면,힘들게,힘들거나,힘들지만,힘들지만,"The sentence shows contrast (it is hard but fun), so ""힘들지만"" fits."
145,reading,topik_1,paragraph_fill_blank (49-56),저는 퇴근 후에 친구들과 매일 배드민턴 모임을 합니다. 우리는 오후 8시에 모여서 배드민턴을 칩니다. 일 끝나고 매일 모이는 것이 ( ) 친구들과 같이 하니까 재미있습니다. 처음에는 다음 날 아침에 너무 피곤했는데 지금은 괜찮습니다. 몸도 더 건강해지는 것 같습니다.,윗글의 내용과 같은 것을 고르십시오.,저는 퇴근하고 혼자 운동을 합니다.,저는 요즘 아침에 계속 피곤합니다.,배드민턴 모임은 오후 여덟 시에 합니다.,배드민턴 모임은 일주일에 한 번 있습니다.,배드민턴 모임은 오후 여덟 시에 합니다.,"The passage says they meet at 8 PM, so this matches."
146,reading,topik_1,paragraph_fill_blank (49-56),사람들은 여러 종류의 차를 마십니다. 그중에서 ( ) 때 마시면 좋은 차가 있습니다. ‘인삼차’는 배가 아플 때 마시면 도움이 됩니다. 또 잠을 못 잘 때는 ‘장미차’를 마시면 좋습니다. 감기에는 ‘유자차’가 좋습니다. 이런 차들은 맛도 좋고 가게에서 쉽게 사 먹을 수 있어서 편합니다.,㉠에 들어갈 말로 가장 알맞은 것을 고르십시오.,일이 바쁠,가게에 갈,음식을 만들,몸이 안 좋을,몸이 안 좋을,"The examples describe situations when you are not feeling well, so this fits."
147,reading,topik_1,paragraph_fill_blank (49-56),사람들은 여러 종류의 차를 마십니다. 그중에서 ( ) 때 마시면 좋은 차가 있습니다. ‘인삼차’는 배가 아플 때 마시면 도움이 됩니다. 또 잠을 못 잘 때는 ‘장미차’를 마시면 좋습니다. 감기에는 ‘유자차’가 좋습니다. 이런 차들은 맛도 좋고 가게에서 쉽게 사 먹을 수 있어서 편합니다.,윗글의 내용과 같은 것을 고르십시오.,유자차는 맛이 안 좋아서 먹기 불편합니다.,잠을 자지 못할 때 장미차가 도움이 됩니다.,배가 아플 때 인삼차를 마시면 좋지 않습니다.,장미차는 팔지 않기 때문에 만들어 먹어야 합니다.,잠을 자지 못할 때 장미차가 도움이 됩니다.,The passage says rose tea helps when you cannot sleep.
148,reading,topik_1,sentence_order (57-58),(가) 저는 여행을 가면 기념품을 꼭 삽니다. (나) 다음에는 산이나 바다 그림이 있는 컵을 사고 싶습니다. (다) 지금까지는 유명한 건물 그림이 있는 컵을 많이 샀습니다. (라) 기념품 중에서 여행한 장소의 그림이 있는 컵을 주로 삽니다.,다음을 순서에 맞게 배열한 것을 고르십시오.,(가)-(나)-(다)-(라),(가)-(라)-(다)-(나),(라)-(가)-(나)-(다),(라)-(나)-(다)-(가),(가)-(라)-(다)-(나),The flow is general statement → detail → past experience → future plan.
149,reading,topik_1,sentence_order (57-58),(가) 그렇게 하면 실수를 줄일 수 있습니다. (나) 미리 할 일을 써 보는 것도 좋은 방법입니다. (다) 계획을 세우지 않고 일을 하면 좋지 않습니다. (라) 일을 할 때 실수를 자주 할 수 있기 때문입니다.,다음을 순서에 맞게 배열한 것을 고르십시오.,(나)-(다)-(가)-(라),(나)-(라)-(다)-(가),(다)-(가)-(나)-(라),(다)-(라)-(나)-(가),(다)-(라)-(나)-(가),The flow is problem → reason → solution → result.
150,reading,topik_1,connector_logic (59-62),저는 태국 친구하고 인주 역사 박물관에 갔습니다. (㉠) 친구는 한국어를 잘 못합니다. (㉡) 그런데 그 박물관에는 외국어로 설명해 주는 서비스가 있었습니다. (㉢) 친구는 태국어 설명 서비스를 신청했습니다. (㉣) 설명이 쉽고 재미있어서 친구가 정말 좋아했습니다.,다음 문장이 들어갈 곳으로 가장 알맞은 것을 고르십시오. 잠시 후에 태국 사람이 와서 태국어로 역사를 설명해 주었습니다.,㉠,㉡,㉢,㉣,㉢,The sentence fits after applying for the Thai-language service and before the explanation result.
151,reading,topik_1,connector_logic (59-62),저는 태국 친구하고 인주 역사 박물관에 갔습니다. (㉠) 친구는 한국어를 잘 못합니다. (㉡) 그런데 그 박물관에는 외국어로 설명해 주는 서비스가 있었습니다. (㉢) 친구는 태국어 설명 서비스를 신청했습니다. (㉣) 설명이 쉽고 재미있어서 친구가 정말 좋아했습니다.,윗글의 내용과 같은 것을 고르십시오.,제 친구는 한국어를 잘합니다.,태국어 설명은 조금 어려웠습니다.,제 친구는 태국어로 설명을 들었습니다.,저는 외국어 설명 서비스를 신청했습니다.,제 친구는 태국어로 설명을 들었습니다.,The passage says the friend used and listened to Thai-language explanation.
152,reading,topik_1,connector_logic (59-62),지난주에 새 식당이 문을 열었습니다. 이 식당에는 여러 모양의 멋있는 가구들이 있습니다. 이 가구들은 모두 사장님이 만든 것인데 손님이 살 수도 있습니다. 저는 어제 동생과 그 식당에 처음 갔습니다. 우리는 꽃 모양 테이블에 앉아서 음식을 먹었습니다. 분위기도 좋고 음식도 맛있어서 우리는 다음에 또 ( ).,㉠에 들어갈 말로 가장 알맞은 것을 고르십시오.,간 것 같습니다,갈 수 없습니다,가면 안 됩니다,가기로 했습니다,가기로 했습니다,"The sentence shows a future decision, so ""we decided to go again"" fits."
153,reading,topik_1,connector_logic (59-62),지난주에 새 식당이 문을 열었습니다. 이 식당에는 여러 모양의 멋있는 가구들이 있습니다. 이 가구들은 모두 사장님이 만든 것인데 손님이 살 수도 있습니다. 저는 어제 동생과 그 식당에 처음 갔습니다. 우리는 꽃 모양 테이블에 앉아서 음식을 먹었습니다. 분위기도 좋고 음식도 맛있어서 우리는 다음에 또 ( ).,윗글의 내용과 같은 것을 고르십시오.,저는 이 식당에 오랜만에 갔습니다.,저는 이 식당의 가구를 만들었습니다.,이 식당에서는 테이블을 살 수 있습니다.,이 식당의 가구는 모두 같은 모양입니다.,이 식당에서는 테이블을 살 수 있습니다.,The passage says customers can buy the furniture.
154,reading,topik_1,announcement_board (63-64),"인터넷 쇼핑몰 게시판 글: 이틀 전에 청바지를 주문했고 여행 때 입고 싶어서 언제 받을 수 있는지 문의하며, 서비스 센터에 연락했지만 답을 못 받아 글을 남김.",왜 윗글을 썼는지 맞는 것을 고르십시오.,다른 청바지로 바꾸려고,청바지 주문을 취소하려고,청바지의 값을 확인하려고,청바지 도착 날짜를 물어보려고,청바지 도착 날짜를 물어보려고,The writer wants to know when the jeans will arrive.
155,reading,topik_1,announcement_board (63-64),"인터넷 쇼핑몰 게시판 글: 이틀 전에 청바지를 주문했고 여행 때 입고 싶어서 언제 받을 수 있는지 문의하며, 서비스 센터에 연락했지만 답을 못 받아 글을 남김.",윗글의 내용과 같은 것을 고르십시오.,저는 목요일에 여행을 갑니다.,저는 오늘 이 청바지를 샀습니다.,저는 인터넷 쇼핑몰에서 이 옷을 샀습니다.,저는 서비스 센터에 전화한 적이 없습니다.,저는 인터넷 쇼핑몰에서 이 옷을 샀습니다.,The passage says the jeans were ordered online.
156,reading,topik_1,long_reading_comprehension (65-68),매월 마지막 주 수요일에 인주시청 앞에서는 ‘책을 읽읍시다!’라는 행사를 합니다. 이 행사는 ( ) 사람들에게 인기가 많습니다. 새로 나온 책을 구경할 수도 있고 자기가 읽은 책을 다른 사람에게 싸게 팔 수도 있습니다. 유명한 작가와 인사를 나누는 프로그램도 있습니다. 행사에 다녀와서 느낀 것을 홈페이지에 쓰면 선물도 받을 수 있습니다.,㉠에 들어갈 말로 가장 알맞은 것을 고르십시오.,참가비가 싸서,프로그램이 다양해서,집에서 할 수 있어서,주말에 갈 수 있어서,프로그램이 다양해서,"The event offers many different activities, so it is popular for that reason."
157,reading,topik_1,long_reading_comprehension (65-68),매월 마지막 주 수요일에 인주시청 앞에서는 ‘책을 읽읍시다!’라는 행사를 합니다. 이 행사는 ( ) 사람들에게 인기가 많습니다. 새로 나온 책을 구경할 수도 있고 자기가 읽은 책을 다른 사람에게 싸게 팔 수도 있습니다. 유명한 작가와 인사를 나누는 프로그램도 있습니다. 행사에 다녀와서 느낀 것을 홈페이지에 쓰면 선물도 받을 수 있습니다.,윗글의 내용과 같은 것을 고르십시오.,이 행사에 있는 책은 모두 오래된 책입니다.,이 행사는 인주시청에서 한 달 동안 합니다.,이 행사에서는 유명한 작가를 만날 수 있습니다.,이 행사에 참가한 모든 사람에게는 선물을 줍니다.,이 행사에서는 유명한 작가를 만날 수 있습니다.,The passage says there is a program to meet famous writers.
158,reading,topik_1,long_reading_comprehension (65-68),최근 특별한 어린이 우산이 나왔습니다. 이 우산을 펴면 위쪽에서 빛이 납니다. 그리고 손잡이의 버튼을 누르면 노랫소리가 나옵니다. 이렇게 ( ) 아이들이 좋아합니다. 보통 우산을 쓰면 아이가 잘 안 보이는데 이 우산을 쓰면 아이가 어디에 있는지 쉽게 알 수 있습니다. 또 튼튼해서 오래 쓸 수 있습니다. 그래서 다른 우산보다 좀 비싸지만 인기가 있습니다.,㉠에 들어갈 말로 가장 알맞은 것을 고르십시오.,빛과 소리가 나니까,여러 색깔로 변하니까,예쁜 그림이 있으니까,크기와 무게가 적당하니까,빛과 소리가 나니까,"The umbrella has light and sound features, which is why children like it."
